,LSTM
0,0.09740645924168062
1,0.11755622134124949
2,0.057357342848737336
3,0.17221797954273405
4,0.12999153448258563
5,0.09550409314898098
6,0.07496471446595422
7,0.17377875285859418
8,0.09335544104816094
9,-0.020394951187340454
