data,Benchmark,LSTM_rm
2010-12-31,0.0,0.0
2011-01-31,0.0,0.0
2011-02-28,0.0,0.0
2011-03-31,0.0,0.0
2011-04-30,0.0,0.0
2011-05-31,0.0,0.0
2011-06-30,0.0,0.0
2011-07-31,0.03160691758908074,-0.003400018865411969
2011-08-31,-0.02336873005406581,0.02420296279105294
2011-09-30,-0.09757916700575375,0.012733982170945235
2011-10-31,0.011567967838044702,0.04816713461045985
2011-11-30,0.00750420579636768,-0.011583226236368649
2011-12-31,0.011584549383430787,-0.011105033239886541
2012-01-31,0.05795910973577145,0.09132860662531872
2012-02-29,0.10136450594603308,0.20871098669461285
2012-03-31,0.12902465167626165,0.29816414491059806
2012-04-30,0.12234897198231731,0.2757787941574439
2012-05-31,0.06229324745436127,0.26658732662935314
2012-06-30,0.09751044407581688,0.27589378696874645
2012-07-31,0.1093399851349629,0.31524696569762967
2012-08-31,0.1343926086194026,0.39233168018554354
2012-09-30,0.15429907989805158,0.3947750984043027
2012-10-31,0.13610087822427996,0.3106217794477665
2012-11-30,0.14176050155944198,0.30657772265320404
2012-12-31,0.1435896241538076,0.3146986182718732
2013-01-31,0.19477980109832538,0.38595858801121974
2013-02-28,0.20753867685681826,0.3654242049129961
2013-03-31,0.24091376780215967,0.415824233174805
2013-04-30,0.2601260901485868,0.44913439015388623
2013-05-31,0.28373583742679254,0.5270464302910911
2013-06-30,0.2651980654116829,0.46339585721743426
2013-07-31,0.31687496754075106,0.4926361018533575
2013-08-31,0.286882598291637,0.48272016770612036
2013-09-30,0.31352482727399456,0.5979803419103402
2013-10-31,0.3598315889766761,0.696914577271941
2013-11-30,0.3894692641166193,0.7599081482825936
2013-12-31,0.40985601793654336,0.7738638224601082
2014-01-31,0.3746077116959804,0.6930668970771684
2014-02-28,0.4201234875615044,0.7129741357402172
2014-03-31,0.423988436010975,0.7082770319141863
2014-04-30,0.43093995245364447,0.7106946220982923
2014-05-31,0.4541463417789259,0.6677216270274694
2014-06-30,0.4699238415738175,0.7027731493290216
2014-07-31,0.45648625284293054,0.6694779995490682
2014-08-31,0.49594976996187135,0.7290033380958839
2014-09-30,0.4775650242193896,0.7274437136117428
2014-10-31,0.5011159291479661,0.7702324961294625
2014-11-30,0.5285878779009539,0.8423018727721071
2014-12-31,0.5205762770970984,0.8242459791043454
2015-01-31,0.49094702470429175,0.8953831373549824
2015-02-28,0.5471516217731813,0.950698261723225
2015-03-31,0.5270718206111492,0.8476742901406156
2015-04-30,0.5369057309444906,0.8713660762486684
2015-05-31,0.5497618788360131,0.8842554378026148
2015-06-30,0.5247074443308278,0.8623418228962804
2015-07-31,0.5472966780379477,0.8659881939052566
2015-08-31,0.48634655057450493,0.8021784762225985
2015-09-30,0.45579060712288144,0.7673288545326729
2015-10-31,0.540850291815457,0.9046675828592086
2015-11-30,0.5445054151377093,0.9369004431930452
2015-12-31,0.5214089214493159,0.9216694564625898
2016-01-31,0.47162232146117145,0.800621519366256
2016-02-29,0.47079636822401916,0.7472011388011527
2016-03-31,0.5325860296453916,0.814504288767634
2016-04-30,0.5365272399497664,0.75063141309208
2016-05-31,0.553538796561441,1.0108063596466579
2016-06-30,0.5518232007902141,1.1261806362006817
2016-07-31,0.5882944607934147,1.438315484154034
2016-08-31,0.5894920002714562,1.5449312113839317
2016-09-30,0.5845237336103302,1.6097355700319431
2016-10-31,0.5671867019547981,1.5727781044811846
2016-11-30,0.6040251010074108,1.5767272428879784
2016-12-31,0.6183185660527509,1.6370322526692729
2017-01-31,0.6362132559012906,1.5981396508787071
2017-02-28,0.6755047888392308,1.675049159536816
2017-03-31,0.6724177345669312,1.669779444893901
2017-04-30,0.6823439086713027,1.674693614776646
2017-05-31,0.6964568143522084,1.6828974357291167
2017-06-30,0.6979478705430272,1.6280342149744338
2017-07-31,0.7185020523378028,1.6593163083097429
2017-08-31,0.7214197538746078,1.7576579309481386
2017-09-30,0.7365314357662561,1.7145677018043868
2017-10-31,0.7600954936798087,1.833743260772669
2017-11-30,0.7906613737330849,1.8570947004701333
2017-12-31,0.797642149997248,1.8675292585802454
