data,Benchmark,LSTM_rm
2000-01-31,0.0,0.0
2000-02-29,0.0,0.0
2000-03-31,0.0,0.0
2000-04-30,0.0,0.0
2000-05-31,0.0,0.0
2000-06-30,-0.08192299881728282,-0.007712070417404182
2000-07-31,-0.18066649541143587,-0.031109099485030267
2000-08-31,-0.13453176165379355,-0.01864272632471531
2000-09-30,-0.22095199405172095,-0.08679470377732246
2000-10-31,-0.31369640267628285,-0.05038314917456055
2000-11-30,-0.23636726696890575,-0.014868281529212268
2000-12-31,-0.24283798678312885,-0.004758231642951305
2001-01-31,-0.15356573740630786,-0.035240712466388935
2001-02-28,-0.17198157476687714,-0.10404504443963969
2001-03-31,-0.3233011173987055,-0.2561344667437231
2001-04-30,-0.3469445660566832,-0.16469378151205283
2001-05-31,-0.31490566961096356,-0.02806398157775769
2001-06-30,-0.36312544572065963,-0.1026207076421708
2001-07-31,-0.4000094819970247,-0.11371477747760239
2001-08-31,-0.42533930627822525,-0.18392941112731398
2001-09-30,-0.558885234578021,-0.29432903394435994
2001-10-31,-0.4956650063001188,-0.15090885062023462
2001-11-30,-0.39590755026601065,-0.23645290549665465
2001-12-31,-0.40358192883828903,-0.2632314672614049
2002-01-31,-0.38865396324142176,-0.2614495057762136
2002-02-28,-0.3127621630845273,0.3055407954842473
2002-03-31,-0.3388575785336241,0.19420727025843287
2002-04-30,-0.37667163069154885,0.8403354537844533
2002-05-31,-0.44030846572453297,0.6634575634147049
2002-06-30,-0.4022469660279776,0.9091758770393485
2002-07-31,-0.4814684819451235,0.7400291383022367
2002-08-31,-0.41667505418334316,0.7720827613060578
2002-09-30,-0.47635947631333264,0.6416350004984652
2002-10-31,-0.4904132971683325,0.696181984778262
2002-11-30,-0.39564569191636056,0.7510954517605699
2002-12-31,-0.3496660591730175,0.7346319189606199
2003-01-31,-0.3872407184797836,0.7020200597442506
2003-02-28,-0.3770019062496025,0.6965079643741938
2003-03-31,-0.44855010176761156,0.6193573121057129
2003-04-30,-0.4777196983508344,0.5577575205867427
2003-05-31,-0.4030657674904251,0.7404237489976175
2003-06-30,-0.26901565892719315,0.8521975758709794
2003-07-31,-0.21759521368812262,0.8196170988921984
2003-08-31,-0.09838446957232028,1.043452927963092
2003-09-30,-0.049262321669940934,1.4803866179538727
2003-10-31,0.052602805504399774,1.5366036621651715
2003-11-30,0.0807163898742097,1.5814344379168124
2003-12-31,0.23813333723599828,1.8066331302676224
2004-01-31,0.21359300128214576,1.7696646667231288
2004-02-29,0.208648867117726,1.8494362309494305
2004-03-31,0.19507859178529907,1.8746457741283757
2004-04-30,0.2066139806464673,1.9174658578990988
2004-05-31,0.04826641211894478,1.6397089193799934
2004-06-30,0.05579639200548614,1.6418921793820909
2004-07-31,0.1339661330386207,1.6173073174304706
2004-08-31,0.13817481927971575,1.6306255664262523
2004-09-30,0.21358386137169394,1.6307669218137912
2004-10-31,0.22946250590827655,7.016682399704761
2004-11-30,0.3285445343723755,7.0753186715700895
2004-12-31,0.38763705333370846,7.1632369692942115
2005-01-31,0.38055660575630135,7.0144250412992175
2005-02-28,0.4046446729574059,7.129011255481892
2005-03-31,0.3717217279505568,7.028011155346865
2005-04-30,0.3196057148817334,6.9658994993535295
2005-05-31,0.4107057868968794,6.920633565508248
2005-06-30,0.4819987730314458,6.82473523192694
2005-07-31,0.5433803445438427,6.915849351089388
2005-08-31,0.5656463437483109,6.9902121777842865
2005-09-30,0.6718608987822069,7.113769645206366
2005-10-31,0.5859077661974167,7.054222175649659
2005-11-30,0.6994979102945601,7.162308648814131
2005-12-31,0.7688042381099939,7.214274107773227
2006-01-31,0.8243441259676089,7.193066153363658
2006-02-28,0.8697428755402349,7.186457475033795
2006-03-31,0.9574669500073804,7.215386960155145
2006-04-30,1.0081736660368015,7.212853228660928
2006-05-31,0.8855506523793473,7.051397303901846
2006-06-30,0.9058071714060314,6.975414562731261
2006-07-31,0.9184970300494322,6.905452225696149
2006-08-31,1.0074006600502694,7.046795127909072
2006-09-30,1.0719674522084532,7.095419184851848
2006-10-31,1.1127144698883902,7.14166063987685
2006-11-30,1.1693735366575406,7.195038185446394
2006-12-31,1.1759885000148147,7.187929554181642
2007-01-31,1.1980391090475562,7.150523532349508
2007-02-28,1.1162254244537402,7.069933478658524
2007-03-31,1.1265831949780913,7.033139389401025
2007-04-30,1.1878029325662722,7.026908791518666
2007-05-31,1.2362510231284825,6.968222632139918
2007-06-30,1.2435424457713526,7.027471232107609
2007-07-31,1.3050065506493158,7.041244049509685
2007-08-31,1.2900627675527059,7.072634236199988
2007-09-30,1.4188278015831552,7.2580922859359385
2007-10-31,1.5661226921648457,7.41506500147378
2007-11-30,1.5421887767006033,7.4705875849106125
2007-12-31,1.5898978993885966,7.497543915072503
2008-01-31,1.4598500575749496,7.3390650327108125
2008-02-29,1.4558843155656402,7.423883445068777
2008-03-31,1.3458489889850411,7.321092613840603
2008-04-30,1.4508620205837888,7.5128281097458345
2008-05-31,1.4004354240341836,7.481702968770483
2008-06-30,1.2204861047665103,7.480456408590634
2008-07-31,1.2869084034955776,7.487624070488344
2008-08-31,1.3014517240073933,7.531031823555148
2008-09-30,1.1844482536623588,7.495608084031951
2008-10-31,0.9455472066643908,7.277048495974127
2008-11-30,0.874507605939137,7.3218598294270425
2008-12-31,0.9355003408333933,7.28807497063922
2009-01-31,0.9123779009125321,7.3482005742035135
2009-02-28,0.8558608905683213,7.320218126240495
2009-03-31,0.9477328480809387,7.2830454010967625
2009-04-30,1.1222963748873456,7.2922339166317345
