data,Benchmark,LSTM_rm
2012-01-31,0.0,0.0
2012-02-29,0.0,0.0
2012-03-31,0.0,0.0
2012-04-30,0.0,0.0
2012-05-31,0.0,0.0
2012-06-30,0.0,0.0
2012-07-31,0.07924566194007021,0.023597322637384677
2012-08-31,0.10429828542450992,-0.022281030072665464
2012-09-30,0.12420475670315889,-0.03591687867825277
2012-10-31,0.10600655502938727,0.017182739125984337
2012-11-30,0.11166617836454928,0.013338339292442991
2012-12-31,0.11349530095891491,0.02105675523224504
2013-01-31,0.1646854779034327,0.0888120603243211
2013-02-28,0.17744435366192557,0.05987904383199094
2013-03-31,0.21081944460726698,0.10463406987379353
2013-04-30,0.2300317669536941,0.15030253731883692
2013-05-31,0.25364151423189985,0.24649360530588615
2013-06-30,0.2351037422167902,0.20200559945459473
2013-07-31,0.28678064434585837,0.18357776109264734
2013-08-31,0.2567882750967443,0.19359934262969858
2013-09-30,0.28343050407910186,0.25731683034256025
2013-10-31,0.3297372657817834,0.3598860750652534
2013-11-30,0.3593749409217266,0.40596179710874625
2013-12-31,0.37976169474165067,0.41890745699942944
2014-01-31,0.3445133885010877,0.34048851788980494
2014-02-28,0.3900291643666117,0.35830009358242876
2014-03-31,0.39389411281608233,0.37157432643860666
2014-04-30,0.4008456292587518,0.3738996224174971
2014-05-31,0.4240520185840332,0.3325633635291909
2014-06-30,0.4398295183789248,0.3662222946440863
2014-07-31,0.42639192964803785,0.3724383372267779
2014-08-31,0.46585544676697865,0.4182630075699836
2014-09-30,0.44747070102449693,0.4362143781889458
2014-10-31,0.4710216059530734,0.44740204734290634
2014-11-30,0.49849355470606116,0.5277999159025035
2014-12-31,0.4904819539022057,0.4814662571659216
2015-01-31,0.46085270150939905,0.45929538968295547
2015-02-28,0.5170572985782886,0.5115503378635182
2015-03-31,0.4969774974162565,0.46917057254154226
2015-04-30,0.5068114077495979,0.4517180715494108
2015-05-31,0.5196675556411204,0.45473320453277
2015-06-30,0.49461312113593514,0.4271888531413187
2015-07-31,0.517202354843055,0.5009197672747806
2015-08-31,0.45625222737961224,0.4453846668154712
2015-09-30,0.42569628392798875,0.3906285852650141
2015-10-31,0.5107559686205643,0.4933191296885343
2015-11-30,0.5144110919428166,0.5010797390846914
2015-12-31,0.49131459825442325,0.5108131045349739
2016-01-31,0.44152799826627875,0.42548921927760464
2016-02-29,0.44070204502912647,0.39949560246261173
2016-03-31,0.5024917064504989,0.46744109692202307
2016-04-30,0.5064329167548737,0.47416681839622
2016-05-31,0.5234444733665483,0.5266746821164405
2016-06-30,0.5217288775953214,0.6100185353577086
2016-07-31,0.558200137598522,0.6416098122299292
2016-08-31,0.5593976770765635,0.6625923712831858
2016-09-30,0.5544294104154375,0.5974233581792269
2016-10-31,0.5370923787599055,0.5577832664385373
2016-11-30,0.5739307778125181,0.618750781788277
2016-12-31,0.5882242428578582,0.6995732850567199
